Gene	GC	Length
ENSG00000235349.RP11-561N12.6	44.76	629
ENSG00000164850.GPER	55.88	11607
ENSG00000018625.ATP1A2	50.38	27832
ENSG00000187066.AP003068.6	55.56	4396
ENSG00000255047.RP5-1027O15.2	41.32	742
ENSG00000187054.TMPRSS11A	37.00	54755
ENSG00000234605.PSORS1C2	57.90	1816
ENSG00000240497.RP11-185E8.1	40.97	1549
ENSG00000248750.RP11-131K17.1	31.69	444
ENSG00000222406.RNA5SP314	48.28	115
ENSG00000198746.GPATCH3	50.12	9978
ENSG00000258716.RP11-661G16.2	45.25	2041
ENSG00000178081.ULK4P3	39.90	28037
ENSG00000252077.SNORD112	37.14	69
ENSG00000214049.UCA1	47.71	7373
ENSG00000198221.MLLT4-AS1	52.49	2910
ENSG00000263768.AC060226.1	34.91	105
ENSG00000164853.UNCX	67.23	4411
ENSG00000202477.SNORD25	46.03	62
ENSG00000231345.RP11-564C4.6	44.28	4301
ENSG00000159592.GPBP1L1	41.19	60809
ENSG00000236487.RP11-753E22.2	46.69	725
ENSG00000206913.SNORA7	56.12	138
ENSG00000234979.CITF22-24E5.1	60.54	3410
ENSG00000231849.RP11-238O13.1	35.52	258
ENSG00000261446.LINC00559	34.70	59467
ENSG00000223433.AC079767.3	50.29	170
ENSG00000214794.KRT18P42	55.46	1254
ENSG00000183559.C10orf120	46.74	2113
ENSG00000169972.PUSL1	66.76	3110
ENSG00000230750.SDAD1P2	40.48	2027
ENSG00000236412.RP11-132N15.2	43.06	1706
ENSG00000236054.LL22NC03-104C7.1	45.97	904
ENSG00000134539.KLRD1	37.49	91193
ENSG00000005007.UPF1	55.15	36298
ENSG00000199916.RMRP	63.26	263
ENSG00000221326.AL121652.1	36.36	87
ENSG00000251155.RP11-384K6.4	39.58	191
ENSG00000260859.RP11-254F19.2	45.00	979
ENSG00000142623.PADI1	53.30	40879
ENSG00000212128.TAS2R13	35.92	1636
ENSG00000125954.CHURC1-FNTB	44.99	148165
ENSG00000216480.RP3-393E18.1	44.70	480
ENSG00000263380.AC096534.1	82.89	75
ENSG00000107295.SH3GL2	38.98	218047
ENSG00000239627.RP11-124A7.1	46.35	478
ENSG00000259163.RP11-1078H9.5	44.83	6256
ENSG00000258976.CTD-2207P18.2	49.57	1954
ENSG00000200248.RNA5SP214	48.31	117
ENSG00000214552.RP11-89A12.1	46.73	626
ENSG00000175449.RFESD	37.13	11328
ENSG00000263767.AC083906.1	37.50	87
ENSG00000207764.MIR133A2	50.98	101
ENSG00000224007.AC019070.1	35.94	1023
ENSG00000168412.MTNR1A	43.16	129021
ENSG00000266825.AL590085.1	58.16	97
ENSG00000235857.CTBP2P1	53.06	244
ENSG00000189060.H1F0	53.16	2328
ENSG00000259681.RP11-96O20.2	43.39	4279
ENSG00000165259.HDX	34.93	184605
ENSG00000166170.BAG5	46.41	6287
ENSG00000114331.ACAP2	38.17	168342
ENSG00000257235.RP11-848D3.5	35.89	2203
ENSG00000248330.LINC00613	33.03	46697
ENSG00000138308.PLA2G12B	41.90	19608
ENSG00000252771.snoU13	55.10	97
ENSG00000243930.RPS12P21	46.33	394
ENSG00000197191.C9orf169	64.46	1676
ENSG00000232156.HLA-DRB2	42.50	14541
ENSG00000266972.AC015849.15	49.20	5375
ENSG00000233553.AC108462.1	54.39	5524
ENSG00000248109.CTC-295J13.3	32.32	4024
ENSG00000228286.AP000593.5	58.83	1432
ENSG00000241990.RP6-109B7.3	55.48	3505
ENSG00000233988.ADAM6	48.31	2539
ENSG00000251279.CTC-436P18.1	40.73	69970
ENSG00000235333.CTB-161A2.4	65.72	1332
ENSG00000259786.CTD-2118P12.1	34.91	28797
ENSG00000213280.RP11-212P7.1	52.90	447
ENSG00000183148.ANKRD20A2	36.06	43107
ENSG00000253220.RP11-103H7.2	43.29	2154
ENSG00000266473.RP11-401F2.3	69.18	969
ENSG00000240994.Metazoa_SRP	46.43	279
ENSG00000177169.ULK1	62.39	28499
ENSG00000177359.RP11-551L14.1	38.21	94502
ENSG00000257181.RP11-611O2.5	35.69	1949
ENSG00000258772.RP11-84C10.3	43.21	11814
ENSG00000264870.AC239798.3	54.27	163
ENSG00000221883.ARIH2OS	61.45	1597
ENSG00000262100.AC008984.5	56.76	709
ENSG00000243951.Metazoa_SRP	52.53	296
ENSG00000215549.AL138815.1	42.23	13034
ENSG00000169260.ZNF311	41.46	10825
ENSG00000233358.RP1-209A6.1	37.34	160258
ENSG00000248757.CTD-2193G5.1	36.49	12309
ENSG00000206611.SNORD24	37.33	74
ENSG00000237587.RP11-327I22.4	37.44	10797
ENSG00000235124.KRT8P17	55.25	1447
ENSG00000196123.KIAA0895L	56.58	8438
ENSG00000230131.RP11-282I1.1	46.51	161258
ENSG00000232730.FAM8A4P	51.20	1212
ENSG00000255734.RP11-133L14.4	48.77	733
ENSG00000164778.EN2	55.72	6702
ENSG00000199219.U6	35.51	106
ENSG00000244345.RP11-654C22.2	44.85	45746
ENSG00000196578.OR5AC2	39.68	929
ENSG00000223422.AC007274.2	56.24	2129
ENSG00000213445.SIPA1	60.73	12833
ENSG00000234100.OR14J1	44.67	1116
ENSG00000172350.ABCG4	54.49	13638
ENSG00000155754.ALS2CR11	37.84	131753
ENSG00000225760.RP11-365P13.3	40.45	7257
ENSG00000268006.PTOV1-AS1	49.65	13037
ENSG00000159079.C21orf59	47.50	20787
ENSG00000266678.AL139151.1	46.34	81
ENSG00000262469.Y_RNA	44.12	101
ENSG00000263901.Metazoa_SRP	48.94	281
ENSG00000267540.CTC-550B14.6	51.22	26335
ENSG00000102962.CCL22	51.13	7418
ENSG00000263328.OR8K1	38.45	1086
ENSG00000244382.RP11-373I8.1	46.41	2240
ENSG00000261194.RP11-704C2.1	39.04	16306
ENSG00000080293.SCTR	46.76	84651
ENSG00000262298.RP5-1107A17.3	45.01	1343
ENSG00000112306.RPS12	42.96	3123
ENSG00000259167.RP11-114N19.1	44.29	875
ENSG00000214846.RP11-115L11.1	50.45	665
ENSG00000215863.RP11-495P10.2	42.52	96806
ENSG00000103375.AQP8	50.27	13209
ENSG00000231329.RP1-225E12.2	40.59	101320
ENSG00000233197.RP11-404C6.5	57.65	339
ENSG00000151789.ZNF385D	36.24	954897
ENSG00000244134.RPS12P20	51.84	379
ENSG00000196138.AC005831.1	35.44	1774
ENSG00000105409.ATP1A3	56.13	30915
ENSG00000229727.AC013460.1	42.04	28993
ENSG00000182177.ASB18	45.98	70957
ENSG00000203421.AC140061.2	52.58	96
ENSG00000264292.MIR2467	60.49	80
ENSG00000229091.AC009945.3	44.98	1215
ENSG00000239932.Metazoa_SRP	52.58	290
ENSG00000257680.RP11-367O10.1	41.86	1086
ENSG00000267163.AC084219.3	41.38	5361
ENSG00000151967.SCHIP1	39.91	57499
ENSG00000206595.U6	40.19	106
ENSG00000197125.OR8B8	47.14	1032
ENSG00000236662.RP11-108L7.4	53.25	5107
ENSG00000196472.RP13-644M16.4	42.22	712
ENSG00000265497.RP11-439A17.9	45.87	8159
ENSG00000237849.NFYAP1	43.83	971
ENSG00000110881.ASIC1	54.15	26063
ENSG00000184779.RPS17	49.88	3814
ENSG00000128607.KLHDC10	40.17	63246
ENSG00000236287.ZBED5	40.77	46722
ENSG00000256268.RP11-221N13.3	39.48	10128
ENSG00000266243.MIR4279	58.62	57
ENSG00000118193.KIF14	37.83	69234
ENSG00000174151.CYB561D1	52.44	8880
ENSG00000231244.PSMC1P3	44.01	1317
ENSG00000224042.MTND4P6	35.59	471
ENSG00000184596.AF207550.1	53.37	816
ENSG00000162618.ELTD1	33.94	116954
ENSG00000164265.SCGB3A2	43.74	11509
ENSG00000261410.RP11-543N12.1	44.06	15163
ENSG00000126231.PROZ	50.83	13726
ENSG00000213300.RP11-642N14.1	43.94	1005
ENSG00000176871.WSB2	46.45	29523
ENSG00000254514.RP11-958J22.3	48.11	949
ENSG00000213783.RPL35P4	54.04	321
ENSG00000136872.ALDOB	41.64	15245
ENSG00000125675.GRIA3	39.27	306760
ENSG00000161618.ALDH16A1	56.83	17879
ENSG00000242246.RP11-331O9.2	31.34	200
ENSG00000267365.KCNJ2-AS1	47.38	2441
ENSG00000011083.SLC6A7	54.69	32831
ENSG00000206967.Y_RNA	45.10	101
ENSG00000183684.ALYREF	57.57	3749
ENSG00000219061.TRIM51FP	37.00	6180
ENSG00000255236.CTD-2655K5.1	52.35	8459
ENSG00000172954.LCLAT1	37.54	196999
ENSG00000249697.RP11-155L15.1	43.67	7492
ENSG00000242667.RP11-745A24.2	52.41	497
ENSG00000254701.RP11-1415C14.4	37.68	68170
ENSG00000229177.AC008154.5	44.46	4720
ENSG00000167272.POP5	48.65	2634
ENSG00000236961.RP1-261G23.5	47.31	15048
ENSG00000235985.AIF1	53.97	1837
ENSG00000228965.RP11-1007I13.2	48.64	879
ENSG00000267903.TSEN34	59.78	3796
ENSG00000206700.U6	37.38	106
ENSG00000251291.RP11-400D2.3	35.32	33985
ENSG00000258468.OR11G1P	48.35	967
ENSG00000237987.RP11-503C24.2	46.17	1238
ENSG00000253881.RP11-52B19.8	60.46	348
ENSG00000268297.CLEC4GP1	63.29	3072
ENSG00000182646.FAM156A	46.51	48189
ENSG00000068079.IFI35	50.97	7731
ENSG00000204918.PRR20B	49.77	3021
ENSG00000228444.LMO7-AS1	42.56	2901
ENSG00000202103.U4	39.57	138
ENSG00000265498.AL158051.1	34.57	80
ENSG00000240620.CU442762.3	51.22	81
ENSG00000099910.KLHL22	51.66	66642
ENSG00000267261.RAB5C	50.51	35242
ENSG00000096696.DSP	42.32	45142
ENSG00000254438.RP11-231N3.1	42.79	3413
ENSG00000153814.JAZF1	41.44	350170
ENSG00000255482.RP11-315O6.2	41.29	31546
ENSG00000232138.IFNWP5	52.38	587
ENSG00000265002.AC026495.1	67.57	73
ENSG00000178172.SPINK6	33.86	12343
ENSG00000230568.SF3A3P1	45.29	1476
ENSG00000152822.GRM1	37.18	409952
ENSG00000226071.HLA-DPB2	45.22	22217
ENSG00000255218.AP000435.4	41.00	738
ENSG00000202345.Y_RNA	39.82	112
ENSG00000236353.PBX2	54.99	5442
ENSG00000248809.RP11-6L6.3	41.99	12458
ENSG00000255514.OR4B2P	46.94	881
ENSG00000260163.RP11-521O16.2	41.76	4475
ENSG00000223019.RNA5SP306	49.53	106
ENSG00000146112.PPP1R18	56.10	11506
ENSG00000229088.MTND1P10	40.87	831
ENSG00000234721.AC125421.1	47.54	13991
ENSG00000269028.MTRNR2L2	50.67	74
ENSG00000201931.RNA5SP172	45.76	117
ENSG00000206536.OR5K3	37.37	965
ENSG00000171804.WDR87	46.97	21854
ENSG00000258450.RP11-649E7.7	50.17	599
ENSG00000164109.MAD2L1	37.87	7652
ENSG00000199663.SNORD3D	50.46	215
ENSG00000181467.RAP2B	42.02	6236
ENSG00000267520.RP11-373L24.1	41.04	2243
ENSG00000248692.RP11-84A1.3	36.07	93802
ENSG00000227722.RP5-1059H15.1	45.44	547
ENSG00000117425.PTCH2	53.14	23219
ENSG00000230838.AC093850.2	39.36	1381
ENSG00000269712.AL121865.2	36.00	99
ENSG00000244362.KRTAP19-7	43.86	439
ENSG00000247700.HLA-H	57.98	3445
ENSG00000234706.PRUNEP1	50.18	1416
ENSG00000254596.CTD-3074O7.7	44.83	347
ENSG00000242539.AC007620.3	38.14	2230
ENSG00000251614.RP11-333H9.6	41.91	4552
ENSG00000163467.TSACC	46.44	9681
ENSG00000222490.U6	36.00	99
ENSG00000125931.CITED1	56.77	5549
ENSG00000078898.BPIFB2	55.00	16109
ENSG00000269431.CTB-175P5.1	36.96	559
ENSG00000169744.LDB2	40.21	397268
ENSG00000238377.SNORD61	26.39	71
ENSG00000200049.Y_RNA	45.54	100
ENSG00000261406.RP11-69H14.7	48.38	927
ENSG00000223489.NEFHP1	56.49	2628
ENSG00000221087.AC096546.1	59.76	81
ENSG00000265925.RP11-495P10.7	48.92	1479
ENSG00000255073.ZFP91-CNTF	36.65	45465
ENSG00000235513.RP4-756G23.5	50.09	8505
ENSG00000268158.FAM120C	42.69	114957
ENSG00000215159.RP11-629N8.3	40.88	19797
ENSG00000171163.ZNF692	54.21	9138
ENSG00000030110.BAK1	57.17	7690
ENSG00000187806.TMEM202	41.37	9756
ENSG00000257548.RP11-797M17.1	42.03	30016
ENSG00000069248.NUP133	40.19	67058
ENSG00000268432.AC026407.1	43.25	1724
ENSG00000259997.IGHV3OR16-8	60.12	162
ENSG00000255330.SOGA3	38.15	80595
ENSG00000222985.U2	37.70	190
ENSG00000125084.WNT1	63.81	3061
ENSG00000223284.U6	33.03	108
ENSG00000260579.RP11-382A20.2	51.26	949
ENSG00000202300.U6	43.27	103
ENSG00000238401.snoU13	40.19	106
ENSG00000227995.RP11-397J18.1	38.08	645
ENSG00000225811.RP11-547I7.1	32.86	97372
ENSG00000201774.Y_RNA	40.21	96
ENSG00000202336.U6	41.67	107
ENSG00000224698.RP11-131J3.1	39.77	12495
ENSG00000250588.IQCJ-SCHIP1	39.00	935131
ENSG00000215288.RP11-613H2.1	58.37	1224
ENSG00000241776.RP11-651J20.1	45.12	910
ENSG00000260159.RP11-483E23.4	67.89	3123
ENSG00000224038.RP11-347J14.8	40.98	20799
ENSG00000187045.TMPRSS6	55.23	44127
ENSG00000248568.CTC-362D12.1	56.64	1219
ENSG00000232053.AC009784.3	37.86	344501
ENSG00000233732.RP11-989E6.7	49.89	470
ENSG00000170175.CHRNB1	51.92	12646
ENSG00000237962.C6ORF205	50.06	6190
ENSG00000243364.EFNA4	54.15	5822
ENSG00000162944.RFTN2	40.86	105245
ENSG00000223149.AC010376.1	33.64	106
ENSG00000227113.RP11-460N20.4	47.39	3757
ENSG00000196383.OR4Q2	44.92	943
ENSG00000207417.Y_RNA	41.12	106
ENSG00000199251.U6	37.38	106
ENSG00000268084.CXorf68	40.59	11314
ENSG00000230241.RP11-38O23.3	43.82	501
ENSG00000269635.AC004257.1	50.74	1282
ENSG00000132640.BTBD3	38.64	35886
ENSG00000180053.NKX2-6	57.93	4147
ENSG00000047936.ROS1	37.24	137555
ENSG00000225580.RP1-159M24.1	45.76	1177
ENSG00000163762.TM4SF18	37.76	15916
ENSG00000265615.AC108105.1	61.22	97
ENSG00000259877.RP11-46C24.7	48.10	2423
ENSG00000263391.AL512428.1	54.55	98
ENSG00000266868.MIR4517	48.10	78
ENSG00000223120.7SK	47.15	315
ENSG00000177511.ST8SIA3	41.88	20918
ENSG00000197265.GTF2E2	39.44	79933
ENSG00000238713.Y_RNA	43.36	112
ENSG00000229153.EPHA1-AS1	41.97	115636
ENSG00000258245.RP11-114H23.3	55.78	302
ENSG00000166787.SAA3P	45.37	3660
ENSG00000259118.RP11-840I19.3	41.71	12178
ENSG00000200235.SNORA27	37.30	125
ENSG00000171501.OR1N2	48.14	1102
ENSG00000262377.TTC12	43.07	69015
ENSG00000213420.GPC2	55.45	7766
ENSG00000213888.AC005003.1	59.52	1795
ENSG00000068438.FTSJ1	50.50	10211
ENSG00000236831.YME1L1P1	32.97	2574
ENSG00000221167.AC008397.1	56.18	88
ENSG00000167741.GGT6	60.05	3891
ENSG00000255572.RP11-273B20.3	41.57	22395
ENSG00000218537.AP000350.4	59.69	4504
ENSG00000231114.AC078842.4	37.73	8361
ENSG00000254320.RP11-593P24.4	58.47	365
ENSG00000180697.C3orf22	54.22	31966
ENSG00000231947.MTND2P24	35.36	805
ENSG00000158104.HPD	51.40	24069
ENSG00000097021.ACOT7	54.00	130118
ENSG00000268779.CD4	48.56	33950
ENSG00000264463.AC090133.1	33.33	83
ENSG00000161911.TREML1	50.72	4995
ENSG00000241014.RP11-244H3.1	50.52	10957
ENSG00000114742.WDR48	39.96	44666
ENSG00000173530.TNFRSF10D	45.29	28442
ENSG00000103021.CCDC113	43.46	52679
ENSG00000226978.MAGI2-AS2	34.74	3289
ENSG00000260002.RP11-1049H7.2	52.60	2079
ENSG00000252922.U6	37.74	105
ENSG00000262202.RP11-160E2.6	56.20	636
ENSG00000264371.MIR4425	44.05	83
ENSG00000238669.U6	38.32	106
ENSG00000231017.AC013404.1	46.18	248
ENSG00000236909.OR2P1P	44.85	775
ENSG00000253496.RP11-13N12.1	37.40	259926
ENSG00000221345.U3	45.28	211
ENSG00000161921.CXCL16	51.46	6396
ENSG00000260606.ANO1-AS2	53.87	2999
ENSG00000251032.RP11-483H11.1	40.41	2424
ENSG00000226140.RP11-461K13.1	40.70	17157
ENSG00000186312.CA5BP1	42.74	28417
ENSG00000234741.GAS5	46.16	4982
ENSG00000227214.HCG15	49.30	1281
ENSG00000239808.Metazoa_SRP	51.02	293
ENSG00000238529.U6	36.45	106
ENSG00000112706.IMPG1	38.58	151563
ENSG00000213128.RPL32P31	52.36	402
ENSG00000144635.DYNC1LI1	39.16	44903
ENSG00000226318.RP11-474D14.2	39.71	762
ENSG00000230182.RNF10P1	51.22	368
ENSG00000196323.ZBTB44	39.13	88009
ENSG00000252710.U6	43.27	103
ENSG00000230941.AC002386.1	33.66	3995
ENSG00000134007.ADAM20	37.22	12654
ENSG00000260562.RP11-227P3.1	46.81	281
ENSG00000250806.CTC-293G12.1	43.79	3858
ENSG00000262855.RP11-46I8.4	61.99	270
ENSG00000182600.C2orf82	50.37	21438
ENSG00000102970.CCL17	53.49	11295
ENSG00000199645.U6	40.95	104
ENSG00000226927.RP11-302I18.3	45.70	452
ENSG00000231396.USP17L10	51.98	1592
ENSG00000248136.MTND6P8	38.51	521
ENSG00000265582.AL034553.1	54.02	86
ENSG00000252174.U7	37.10	61
ENSG00000235804.RP4-535B20.2	41.39	719
ENSG00000261673.RP11-328J14.1	40.86	579
ENSG00000137767.SQRDL	44.92	60146
ENSG00000198336.MYL4	45.91	23233
ENSG00000237902.TSPY21P	58.82	2165
ENSG00000255106.RP11-58K22.2	50.87	915
ENSG00000221844.RP11-404E6.1	57.37	1695
ENSG00000111666.CHPT1	38.42	47193
ENSG00000239156.5S_rRNA	61.86	117
ENSG00000118194.TNNT2	54.60	18754
ENSG00000143811.PYCR2	54.71	4400
ENSG00000244355.LY6G6D	48.02	2448
ENSG00000248931.RP11-72K17.2	39.12	1134
ENSG00000222909.U6	34.58	106
ENSG00000238240.RP4-740C4.5	49.07	213
ENSG00000131475.VPS25	49.25	6163
ENSG00000243974.VTI1BP1	49.29	699
ENSG00000167311.ART5	56.69	3813
ENSG00000157828.RPS4Y2	42.64	24868
ENSG00000264894.AL590282.1	54.65	85
ENSG00000227345.PARG	37.48	104390
ENSG00000251073.NUDT19P5	44.99	568
ENSG00000263728.Metazoa_SRP	57.26	247
ENSG00000197714.ZNF460	46.11	13518
ENSG00000122223.CD244	43.82	32742
ENSG00000267492.RP1-37N7.6	38.55	165
ENSG00000211915.IGHD5-18	45.00	19
ENSG00000260354.RP11-163O19.10	36.26	2241
ENSG00000252608.U6	36.45	106
ENSG00000258549.RP11-22K10.1	40.69	144
ENSG00000236432.AC097662.2	40.38	104149
ENSG00000221355.MIR1288	53.33	74
ENSG00000250048.LINC00603	40.52	1033
ENSG00000251781.RNA5SP356	53.19	93
ENSG00000201860.Y_RNA	40.78	102
ENSG00000264234.AL161751.1	27.54	68
ENSG00000227435.PPP1R2P1	45.43	677
ENSG00000212802.RPL15P3	51.58	664
ENSG00000242553.AP001432.14	46.67	16325
ENSG00000269279.AL136376.1	44.49	10828
ENSG00000259411.RP11-139F4.1	47.12	1077
ENSG00000206758.U6	42.99	106
ENSG00000174243.DDX23	49.70	22785
ENSG00000229256.ST13P13	44.14	1091
ENSG00000262952.AC139099.6	50.11	9194
ENSG00000262683.FHIT	38.91	1502158
ENSG00000125458.NT5C	65.69	1570
ENSG00000244444.EGFL8	55.93	3698
ENSG00000224409.RP11-114B7.6	52.79	7503
ENSG00000257589.AL805913.1	46.55	2379
ENSG00000242009.RP11-359D24.1	36.56	82314
ENSG00000260712.TRBJ2-6	69.81	52
ENSG00000136237.RAPGEF5	39.42	238854
ENSG00000222019.AC133919.6	59.33	8012
ENSG00000256847.CTD-3110P2.2	52.17	919
ENSG00000249274.RP11-319J24.3	45.03	1005
ENSG00000217824.SNRPEP6	42.60	276
ENSG00000129282.MRM1	52.59	7406
ENSG00000127928.GNGT1	35.76	319692
ENSG00000206778.U6	41.35	103
ENSG00000262575.AC009892.5	59.57	506
ENSG00000113580.NR3C1	37.82	157581
ENSG00000111335.OAS2	43.81	33328
ENSG00000108830.RND2	53.78	6799
ENSG00000267731.RP11-147L13.8	32.82	2918
ENSG00000214900.C14orf182	46.01	25808
ENSG00000229282.RP1-40E16.2	54.47	871
ENSG00000223387.RP11-408H1.3	40.99	34719
ENSG00000231417.IRX1P1	59.32	3507
ENSG00000212489.U6	32.71	106
ENSG00000252427.SNORD67	45.37	107
ENSG00000215441.CTAGE12P	41.03	2363
ENSG00000165629.ATP5C1	40.13	19686
ENSG00000269571.RXRA	62.16	123487
ENSG00000221299.Z83826.1	35.96	88
ENSG00000253547.RP11-959F10.5	51.34	1341
ENSG00000268469.RP11-15H20.3	38.60	543
ENSG00000265417.RP11-288C17.1	43.53	1428
ENSG00000237792.RP11-203I2.1	38.35	76280
ENSG00000214975.PPIAP29	47.70	563
ENSG00000250933.GAPDHP66	51.81	966
ENSG00000130669.PAK4	56.17	57046
ENSG00000246528.RP11-159H10.3	44.41	20860
ENSG00000263594.RP11-28O3.2	35.67	3857
ENSG00000207086.Y_RNA	42.06	106
ENSG00000226188.HNRNPA1P3	45.37	550
ENSG00000163131.CTSS	39.37	35882
ENSG00000100014.SPECC1L	42.29	146921
ENSG00000249692.RP11-21G20.4	50.43	348
ENSG00000242540.AC010729.1	46.36	11439
ENSG00000131771.PPP1R1B	57.94	9886
ENSG00000180344.AL035460.1	58.00	430
ENSG00000253845.RP11-643N23.2	50.20	252
ENSG00000267588.MIR1302-10	48.81	1558
ENSG00000112031.MTRF1L	37.67	15323
ENSG00000263839.CR381653.2	49.40	82
ENSG00000231860.MDC1-AS1	50.88	10116
ENSG00000135334.AKIRIN2	40.89	27137
ENSG00000228078.HLA-U	61.83	185
ENSG00000258298.BX927139.4	57.41	262
ENSG00000251962.AL591668.1	43.53	84
ENSG00000238656.snoU13	38.24	101
ENSG00000140577.CRTC3	44.02	115420
ENSG00000238850.U2	31.86	112
ENSG00000249663.HCG4P11	63.77	990
ENSG00000180015.RP11-756P10.3	45.67	1142
ENSG00000166181.API5	37.75	32566
ENSG00000232832.LMLN-AS1	43.11	913
ENSG00000263381.MIR5584	41.67	59
ENSG00000228203.RNF144A-AS1	51.17	6405
ENSG00000200179.Y_RNA	38.05	112
ENSG00000207190.U6	39.25	106
ENSG00000262951.RP11-670E13.2	35.44	617
ENSG00000172508.CARNS1	62.67	10639
ENSG00000258718.RP11-226P1.2	38.06	15358
ENSG00000266549.RP11-526I8.2	47.77	357
ENSG00000244313.RP11-425L10.1	52.60	537
ENSG00000197162.ZNF785	49.75	12031
ENSG00000269482.Z69720.2	49.36	471
ENSG00000233902.XXbac-BPG181B23.6	60.26	608
ENSG00000252850.U1	43.67	157
ENSG00000211746.TRBV19	50.88	683
ENSG00000252715.U6	38.67	74
ENSG00000206973.U6	39.25	106
ENSG00000171956.FOXB1	41.12	57508
ENSG00000161395.PGAP3	51.61	25675
ENSG00000233441.CYP2AB1P	50.92	16530
ENSG00000215871.RP5-837M10.1	44.23	813
ENSG00000188512.RP1-273G13.2	42.32	318
ENSG00000120616.EPC1	38.90	111047
ENSG00000248471.RP11-432M8.15	51.69	266
ENSG00000265970.HFE2	49.05	4450
ENSG00000237484.AP000476.1	34.59	119202
ENSG00000241832.CECR3	51.67	9874
ENSG00000253275.RP11-566H8.1	28.15	1189
ENSG00000266961.RP11-973H7.5	44.39	11103
ENSG00000251751.7SK	52.56	233
ENSG00000222042.AP000233.4	35.64	164394
ENSG00000186566.GPATCH8	40.95	108146
ENSG00000237733.RNF39	56.23	5621
ENSG00000253832.CTD-2168K21.1	42.64	17776
ENSG00000109436.TBC1D9	41.09	135355
ENSG00000262480.SAMD11P1	65.51	660
ENSG00000269464.AC012067.1	32.95	5914
ENSG00000183891.TTC32	39.39	5343
ENSG00000251862.MIR1343	79.76	83
ENSG00000137819.PAQR5	46.86	108833
ENSG00000237971.RP11-231N9.1	38.03	2247
ENSG00000204055.RP11-247A12.2	53.77	33777
ENSG00000266623.MIR4466	85.19	53
ENSG00000157551.KCNJ15	41.21	144620
ENSG00000212199.U6	44.86	106
ENSG00000207929.MIR195	56.32	86
ENSG00000133878.DUSP26	52.95	8768
ENSG00000269428.AL590489.2	43.17	5081
ENSG00000230074.RP11-195F19.9	48.57	15633
ENSG00000269264.RP11-457M11.2	35.99	2397
ENSG00000254480.RP11-23F23.2	44.48	15515
ENSG00000251727.U6	35.35	98
ENSG00000268808.U52111.14	52.21	30853
ENSG00000263540.MIR5582	32.35	67
ENSG00000215515.IFIT1P1	42.37	1448
ENSG00000112118.MCM3	43.17	20872
ENSG00000252339.U6	35.35	98
ENSG00000204789.ZNF204P	39.83	13700
ENSG00000156265.C21orf7	40.51	98418
ENSG00000226360.RPL10AP6	51.69	651
ENSG00000199963.U6	40.74	107
ENSG00000225373.AC008993.5	51.75	10861
ENSG00000225368.HCG15	49.30	1281
ENSG00000238585.Y_RNA	36.84	113
ENSG00000162065.TBC1D24	55.81	30588
ENSG00000235604.SPANXB1	49.91	1115
ENSG00000231918.AC007682.1	35.27	1375316
ENSG00000221611.SNORD88	51.65	90
ENSG00000236596.AC092568.1	46.69	1601
ENSG00000072958.AP1M1	53.07	37771
ENSG00000184381.PLA2G6	51.54	94195
ENSG00000254117.IGHV2-10	48.84	429
ENSG00000211674.IGLJ1	63.78	126
ENSG00000252874.Y_RNA	42.22	89
ENSG00000185008.ROBO2	35.65	1743269
ENSG00000207989.MIR493	53.93	88
ENSG00000197070.ARRDC1	60.84	9706
ENSG00000238489.U6	43.93	106
ENSG00000265115.RP11-31I22.2	47.10	8030
ENSG00000186889.TMEM17	39.29	11673
ENSG00000164253.WDR41	37.31	194641
ENSG00000229336.AP000568.2	34.16	441
ENSG00000154975.CA10	39.84	529703
ENSG00000252778.SCARNA20	51.91	130
ENSG00000183137.CEP57L1	36.59	68822
ENSG00000237637.FRY-AS1	42.06	6325
ENSG00000230985.VARSL	53.79	18230
ENSG00000229967.RP11-366F6.2	42.24	9537
ENSG00000227453.RP5-866L20.3	45.90	962
ENSG00000257934.BX927214.4	56.82	87
ENSG00000249581.CLRN2	42.91	11939
ENSG00000266335.RP11-25O3.1	38.39	2664
ENSG00000236653.AC005235.1	35.84	75734
ENSG00000196943.NOP9	50.61	9262
ENSG00000163064.EN1	58.21	5488
ENSG00000255014.RP11-686G23.1	43.75	559
ENSG00000265364.AC010323.1	57.47	86
ENSG00000148690.FRA10AC1	34.82	34689
ENSG00000233026.AC026166.2	35.47	343
ENSG00000159917.ZNF235	39.47	76317
ENSG00000258616.RP11-369C8.1	36.00	9702
ENSG00000231905.SETP10	41.15	813
ENSG00000222316.AC008581.1	34.55	109
ENSG00000198526.PABPC1P2	47.03	1866
ENSG00000268760.FAM70A	43.20	52906
ENSG00000213290.PGK1P2	50.75	1534
ENSG00000119917.IFIT3	43.23	13077
ENSG00000241037.Metazoa_SRP	53.59	305
ENSG00000255174.RP11-481A20.4	42.67	381
ENSG00000249018.GAPDHP56	44.84	978
ENSG00000267178.CTC-260F20.7	46.77	324
ENSG00000086570.FAT2	46.35	64851
ENSG00000262018.VPS37D	64.13	4287
ENSG00000138430.OLA1	36.50	176251
ENSG00000260268.RP11-152O14.2	38.19	2044
ENSG00000237963.RP11-151G12.2	45.74	657
ENSG00000128610.FEZF1	49.29	9297
ENSG00000255442.RP11-347H15.1	35.75	20285
ENSG00000255982.NXPE2P1	51.65	725
ENSG00000234940.AC023128.1	38.75	1772
